"episode"	"instance"	"seed"	"A_DN_HistogramMode_5"	"A_DN_HistogramMode_10"	"A_CO_f1ecac"	"A_CO_FirstMin_ac"	"A_CO_HistogramAMI_even_2_5"	"A_CO_trev_1_num"	"A_MD_hrv_classic_pnn40"	"A_SB_BinaryStats_mean_longstretch1"	"A_SB_TransitionMatrix_3ac_sumdiagcov"	"A_PD_PeriodicityWang_th0_01"	"A_CO_Embed2_Dist_tau_d_expfit_meandiff"	"A_IN_AutoMutualInfoStats_40_gaussian_fmmi"	"A_FC_LocalSimple_mean1_tauresrat"	"A_DN_OutlierInclude_p_001_mdrmd"	"A_DN_OutlierInclude_n_001_mdrmd"	"A_SP_Summaries_welch_rect_area_5_1"	"A_SB_BinaryStats_diff_longstretch0"	"A_SB_MotifThree_quantile_hh"	"A_SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1"	"A_SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1"	"A_SP_Summaries_welch_rect_centroid"	"A_FC_LocalSimple_mean3_stderr"	"A_DN_Mean"	"A_DN_Spread_Std"	"R_DN_HistogramMode_5"	"R_DN_HistogramMode_10"	"R_CO_f1ecac"	"R_CO_FirstMin_ac"	"R_CO_HistogramAMI_even_2_5"	"R_CO_trev_1_num"	"R_MD_hrv_classic_pnn40"	"R_SB_BinaryStats_mean_longstretch1"	"R_SB_TransitionMatrix_3ac_sumdiagcov"	"R_PD_PeriodicityWang_th0_01"	"R_CO_Embed2_Dist_tau_d_expfit_meandiff"	"R_IN_AutoMutualInfoStats_40_gaussian_fmmi"	"R_FC_LocalSimple_mean1_tauresrat"	"R_DN_OutlierInclude_p_001_mdrmd"	"R_DN_OutlierInclude_n_001_mdrmd"	"R_SP_Summaries_welch_rect_area_5_1"	"R_SB_BinaryStats_diff_longstretch0"	"R_SB_MotifThree_quantile_hh"	"R_SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1"	"R_SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1"	"R_SP_Summaries_welch_rect_centroid"	"R_FC_LocalSimple_mean3_stderr"	"R_DN_Mean"	"R_DN_Spread_Std"
"38"	244	5	1	-0.00866064287992008	-0.344676750425308	1	2	0.00100680882996396	0.115505260354209	0.728772877287729	8	0.0462962962962963	6	0.116876673720279	1	0.000613873542050338	0.32795	-0.1353	0.223623779254708	6	2.00829837308461	0.88	0.8	1.48949534503706	1.13959114547661	-5.7058750085881e-15	0.999999999999975	-3.22989804932426	-1.56386690873121	12	8919	0.0117051382816082	0.300075265500624	0.0011001100110011	8918	0.111111111111111	0	0.00983383124289993	26	0.00185185185185185	0.1082	-0.9973	0.926173641072574	1	0.927259320426441	0.32	0.18	0.0928058376670874	0.210926833661428	-1.86944876245931e-14	1.00000000000023
"39"	284	5	1	-0.0608604629107194	-0.372846760407606	1	1	0.00154283313977817	0.140803807263621	0.738773877387739	13	0.0555555555555556	6	0.10970179450996	4	0.000684931506849315	0.371	-0.1286	0.227148179201028	6	2.02762718263313	0.86	0.76	1.5090536000826	1.13331342898	3.38954420087134e-15	0.999999999999988	-8.74413217356538	-4.30085465591777	2	7564	0.00102121327668587	25.2323135773604	0.0013001300130013	7563	0.0740740740740741	0	0.00124480596789218	3	0.00417774401823016	0.765	-0.7563	0.484443027443676	1	1.07712310308454	0.28	0.84	0.670733099503041	0.373660800638526	-3.84970277877983e-14	0.999999999999839
"40"	324	5	1	-0.103970862766517	-0.395907536886345	1	2	0.00155658873751772	0.0704083505806146	0.742874287428743	13	0.054421768707483	5	0.12259513123874	1	0.000798722044728434	0.3889	-0.1327	0.243987518640539	6	2.02878519073392	0.86	0.82	1.490262335431	1.12575163701651	-1.45677803153887e-14	1.00000000000001	-6.08165895318413	-2.62036232612723	120	5721	0	16.4111455057442	0.0012001200120012	5719	0.166666666666667	0	0.00133519653157576	40	0.00105596620908131	0.7344	-0.572	0.686101471627271	1	1.08969660005467	0.32	0.88	0.0582912699396582	0.222583293278119	3.56759044528587e-13	1.00000000000009
"41"	364	5	1	-0.0427545047649961	-0.355126548048387	1	2	0.000784526022118087	0.123556249804292	0.732373237323732	10	0.0355029585798817	4	0.114253357647972	1	0.00137174211248285	0.3311	-0.1145	0.2138716105271	6	2.00579962222194	0.88	0.78	1.53781573985546	1.14145467174267	6.5883076771911e-15	0.999999999999996	-0.750335072554673	-0.139326430683107	81	5735	0.065335914051358	0.0083976286314434	0.0011001100110011	5734	0.166666666666667	0	0.0644327520134863	40	0.00077780658542909	0.4702	-0.9895	0.99183274694032	1	0.683222313648857	0.6	0.36	0.0107378655152002	0.0678296515031818	2.35030384043711e-13	0.999999999999843
"42"	5	6	1	-0.128367310893662	-0.439410669990436	1	2	0.000469274298057069	0.16609500345973	0.790579057905791	12	0.0740740740740741	2	0.125836460036149	1	0.000628535512256443	0.3372	-0.1472	0.225192342789663	7	2.13128029651482	0.88	0.78	1.50598563850683	1.13303339588612	-5.58151302954002e-15	0.999999999999963	-1.35167250731889	-0.514691279230926	27	8261	0.0196781258194905	0.299120575139038	0.0006000600060006	8260	0.104166666666667	1520	0.0005736213094286	31	0.000824062628759786	0.7141	-0.978	0.975266610505964	1	0.599453282276624	0.4	0.26	0.0360485485153149	0.18080032109073	2.4240442986212e-14	1.00000000000023
"43"	45	6	1	0.148420146446258	-0.255394140374879	1	3	0.000563366461465142	0.094215046843933	0.718771877187719	10	0.0165289256198347	6	0.0980006521170609	2	0.00119760479041916	0.3144	-0.10865	0.216926718950431	6	1.97699304383965	0.86	0.76	1.50521864811288	1.14380186500878	-1.20466671360564e-14	0.999999999999991	-5.0430873506583	-2.47023950823224	4	6808	0.00669832332050647	2.1462660070644	0.0008000800080008	6807	0.111111111111111	0	0.000817640408689494	3	0.00031328320802005	0.3194	-0.9902	0.773250082113058	1	0.679263413273562	0.24	0.86	0.252723334804176	0.420176661254672	4.87737544796474e-14	1.00000000000009
"44"	85	6	1	0.0489103069594368	-0.305645429349456	1	1	0.000767222280393843	0.224021902203472	0.723272327232723	10	0.0132325141776938	5	0.112295492492792	3	0.0023094688221709	0.322	-0.1148	0.220626692970419	6	1.98752516890217	0.88	0.74	1.52055845599174	1.13343645630341	-3.99091870662005e-16	0.999999999999982	-8.52075686636174	-4.18853296071895	2	8081	0	28.8733495067575	0.0011001100110011	8080	0.0625	1705	0.00143049447303077	12	0.000858369098712446	0.2629	-0.9892	0.465022385538697	1	0.669871127073846	0.36	0.54	0.751650586064014	0.323728351390782	3.75932618368324e-15	1.00000000000009
"45"	125	6	1	0.0136977921732828	-0.320812523125449	1	1	0.00166101095721665	0.114116778292615	0.710571057105711	10	0.0247933884297521	7	0.111808859275218	2	0.00111358574610245	0.3632	-0.12095	0.228411490201027	6	1.95470726239274	0.88	0.8	1.5251603983554	1.13162223478079	1.62852065166419e-14	1.00000000000002	-1.95621915106181	-0.811424325975459	47	9254	0.0359304972286006	0.108724049526051	0.0011001100110011	9253	0.273333333333333	0	0.0128009429509935	37	0.00207900207900208	0.8923	-0.994	0.971612938294406	1	0.342711945464169	0.56	0.46	0.0256941781970862	0.154554513730399	-3.34595684492456e-15	0.999999999999958
"46"	165	6	1	0.0225537589332133	-0.316648622471227	1	1	0.00152543560352859	0.167397619126338	0.712371237123712	14	0.08	5	0.110111045063264	2	0.000564971751412429	0.3572	-0.1325	0.228660031553376	6	1.96095797974997	0.88	0.82	1.52669437914328	1.13355235450102	-5.99649774279953e-15	1.00000000000001	-1.93109676631294	-0.825128161243564	33	7589	0.0234464889278797	0.246348147572451	0.0011001100110011	7588	0.0833333333333333	905	0.00290091694308297	40	0.000847457627118644	0.2412	-0.9059	0.963243703676983	1	0	0.48	0.12	0.0291456349698291	0.180285608424751	3.5991332136831e-14	0.999999999999824
"47"	205	6	1	-0.0132477023451544	-0.328178664337831	1	1	0.00182160217559086	0.194101091325119	0.704670467046705	9	0.0833333333333333	6	0.119052676323105	4	0.00103305785123967	0.3836	-0.1254	0.238789520779896	5	1.94270282149843	0.84	0.88	1.52170894158266	1.12722709203228	-1.4749845789197e-14	1.00000000000002	-2.98184745493222	-1.36669359199677	46	5378	0.0475040125967763	0.220653740604456	0.0013001300130013	5377	0.166666666666667	0	0.0124420337629251	7	0.000658472344161545	0.4624	-0.99	0.942428314657211	1	0.996175344305168	0.58	0.42	0.0268446637880005	0.134168484085826	6.89691359578859e-14	1.00000000000029
"48"	245	6	1	-0.0292031247239899	-0.337102490244272	1	1	0.00131821569931839	0.126344175704585	0.702670267026703	10	0.0401577909270217	5	0.101616291941468	3	0.00657894736842105	0.3766	-0.123	0.22151190612189	7	1.94448766989277	0.88	0.76	1.51634000882506	1.13808949181128	-9.30375776420078e-15	0.999999999999973	-9.23165118516229	-4.58924017191263	1	9583	0	50.1003205205075	0.0008000800080008	9582	0.333333333333333	0	0.00152581900040592	2	0.00239808153477218	0.0418000000000001	-0.9987	0.40595130421338	1	0	0.16	0.62	1.07186907553516	0.298347867276049	1.42284004023274e-14	1.00000000000026
"49"	285	6	1	-0.048850751773406	-0.350452285112305	1	2	0.00133727752563651	0.0995510586594371	0.703470347034703	10	0.01232741617357	3	0.124946416365813	1	0.00261780104712042	0.35265	-0.1228	0.226718357054274	6	1.94800430169457	0.88	0.76	1.50253418173408	1.13618578737457	-7.30524529757304e-15	1.00000000000002	-7.13667587402695	-3.50379815903582	5	9121	0.00245664586243603	8.15775926466894	0.0011001100110011	9120	0.166666666666667	0	0.000661623778483059	2	0.000502891626854413	0.4496	-0.9876	0.68738627933201	1	0.688988236159947	0.12	0.7	0.292223340092234	0.333198434012121	-1.51410883830749e-14	0.999999999999783
"50"	325	6	1	0.0297706695120108	-0.313237416612261	1	3	0.00077579092427834	0.138916858814589	0.715371537153715	8	0.0385674931129477	6	0.115213653957073	2	0.00112359550561798	0.3167	-0.1185	0.225263881534716	6	1.97027991867923	0.84	0.78	1.51940797040083	1.13838892716555	9.17391579369209e-15	1.00000000000001	-1.03300514555334	-0.315111097037076	416	7817	0.237831947519976	0.0310253524872047	0.001000100010001	7816	0.0625	1583	0.020245683490902	40	0.00138057984353428	0.2185	-0.94	0.987640671546635	1	0.978932874490972	0.54	0.88	0.00345145677274292	0.104053354758633	1.19709131496393e-13	0.999999999999863
"51"	365	6	1	-0.00250085650986676	-0.32910573648728	1	1	0.00147396983061933	0.125323425994618	0.714271427142714	11	0.0311418685121107	7	0.116234047971743	2	0.00177935943060498	0.3574	-0.1199	0.224037529716909	6	1.97438805362402	0.88	0.78	1.53628175906757	1.13599354343588	-8.99402774479086e-15	1.00000000000008	-2.84619772334417	-1.37731821222752	9	7185	0.0111767242744174	0.219141603854479	0.0006000600060006	7184	0.111111111111111	2798	0.00973345769511869	15	0.00106723585912487	0.2816	-0.9856	0.947038199390903	1	0	0.32	0.12	0.111213607121716	0.234443594976879	-2.15797074654134e-14	1.00000000000015
"52"	6	7	1	-0.0560826173616638	-0.386812344477343	1	3	0.00081705303180705	0.148267235386411	0.769476947694769	10	0.0550964187327824	6	0.119334660130988	2	0.00115606936416185	0.3291	-0.13155	0.225448404163683	6	2.08671567685143	0.88	0.78	1.4741555371582	1.1388761695934	2.94837487757604e-15	0.999999999999968	-7.09093312422638	-3.5022047866018	7	5703	0.0080538015536955	14.3691070042344	0.0007000700070007	5702	0.166666666666667	0	0.00131209691189724	9	0.000465549348230912	0.4335	-0.986	0.663544738737101	1	0.684178985077707	0.34	0.16	0.188296141712975	0.286233798404961	-8.26188284452911e-15	0.999999999999607
"53"	46	7	1	0.055943515593155	-0.288565471985303	1	3	0.00100047665321166	0.210684015989988	0.691069106910691	10	0.03	3	0.113265550786533	2	0.00102354145342886	0.277	-0.1261	0.229013714420792	5	1.9041576468931	0.86	0.86	1.47568951794608	1.13891137220871	-5.93121315950462e-15	1.00000000000001	-3.98324099987944	-1.90679155633957	10	7540	0.00707962753671527	0.834796667854189	0.0014001400140014	7539	0.0833333333333333	2320	0.00395828907909499	10	0.00244798041615667	0.2461	-0.986	0.860220409044131	1	0	0.22	0.12	0.107378655152002	0.290013348719612	1.12378772954003e-14	1.00000000000017
"54"	86	7	1	0.0247447739005169	-0.300515695957042	1	2	0.00143303567685591	0.219871957391017	0.693069306930693	9	0.0392156862745098	9	0.119381487920916	1	0.00176678445229682	0.3542	-0.1219	0.228357116650806	6	1.89957284101178	0.8	0.86	1.52439340796146	1.13430288334722	-6.79174494422341e-15	1	-3.76676783673406	-1.7387780247721	22	7295	0.0155837489432688	1.30861914226119	0.0005000500050005	2704	0.0740740740740741	0	0.000847962159717396	21	0.000370919881305638	0.7296	-0.9852	0.905526582589828	1	0.584672710525093	0.48	0.32	0.0513883563941724	0.173854431847297	1.29788901848116e-13	1.00000000000015
"55"	126	7	1	0.0557500509268699	-0.288391019315755	1	3	0.000682117485683819	0.0901392582128615	0.696769676967697	8	0.0432921810699589	3	0.114375283979344	2	0.00458715596330275	0.3372	-0.1126	0.215272874888924	8	1.91529675632707	0.86	0.86	1.50675262890077	1.1481520440757	6.72795708034357e-15	1.00000000000006	-5.49706297892139	-2.68584086589414	7	7698	0.00673583058151857	4.19375306192643	0.0012001200120012	7697	0.0625	0	0.000205638320140536	6	0.00130434782608696	0.2303	-0.9777	0.712043628208255	1	0.682283052273873	0.2	0.12	0.189446627303889	0.343602475602283	1.19478033022702e-13	1.00000000000001
"56"	166	7	1	0.116586368295262	-0.256887853802761	1	1	0.000888835620290977	0.233993816515784	0.694869486948695	10	0.0425	5	0.104104817542083	3	0.00209643605870021	0.3432	-0.12395	0.226125132340523	5	1.90515785344835	0.88	0.8	1.52899535032511	1.13358031126244	1.49044332431458e-14	1.00000000000003	-1.26620784523366	-0.539925792662943	46	8046	0.0425225901014802	0.0264211512957688	0.0012001200120012	8045	0.166666666666667	0	0.023846502464157	27	0.000533475593491598	0.3793	-0.9932	0.98735314221938	1	1.09508174296289	0.58	0.38	0.0226262166213147	0.101855046806909	4.67448135754722e-14	0.999999999999925
"57"	206	7	1	0.0540126273639835	-0.294115902242574	1	5	0.00111316050929076	0.239187695520609	0.695769576957696	10	0.0633333333333333	5	0.113622953377197	4	0.00107296137339056	0.3292	-0.12	0.22489728028434	6	1.91091648314926	0.84	0.76	1.50598563850683	1.13699505212011	4.31149560498056e-15	0.999999999999996	-9.04151551889973	-4.4908049579774	1	9014	0.00102121327668587	26.5228768507559	0.0005000500050005	9013	0.0833333333333333	0	0.00131706030895096	3	0.0018357044515833	0.2183	-0.9975	0.44476302465616	1	0	0.82	0.48	0.742446701336699	0.452622444021076	8.11693628977039e-15	0.999999999999859
"58"	246	7	1	0.131898458584537	-0.248477387721896	1	3	0.00101450765835721	0.147639664242925	0.690869086908691	9	0.0224234110653864	7	0.0995370672947299	2	0.027027027027027	0.3222	-0.1017	0.219446362248022	6	1.89680194421929	0.88	0.8	1.50790311449168	1.14055313820672	-1.61056612490995e-14	1.00000000000004	-9.09145284013057	-4.47492101276681	1	7911	0	48.9270067529694	0.0008000800080008	7910	0.166666666666667	0	0.00161110352724606	2	0.000270709258256632	0.5418	-0.8886	0.408026515467175	1	1.00823445913369	0.12	0.58	1.03275256544408	0.308684954384733	-3.54626050746987e-14	0.999999999999922
"59"	286	7	1	0.0829815677995217	-0.27111117589373	1	1	0.000743593079089034	0.172564642012017	0.683068306830683	11	0.021484375	3	0.104275803735715	2	0.00326797385620915	0.3054	-0.0994	0.223709512001851	6	1.88147598422345	0.86	0.78	1.54625263418883	1.14091159437589	6.58846310841454e-15	1	-1.83719513168292	-0.692778151555457	573	7073	0.00855178755087226	0.460783641172072	0.0009000900090009	7072	0.111111111111111	2459	0.000671036424021662	40	0.00071301247771836	0.2928	-0.9532	0.966474565956035	1	0	0.12	0.38	0.00268446637880005	0.210624701169673	2.79813172632259e-14	1.00000000000008
"60"	326	7	1	0.00641432485112148	-0.312920257570123	1	2	0.00243437884530045	0.183934767886876	0.681968196819682	9	0.0433333333333333	5	0.11375841660781	1	0.00102669404517454	0.3314	-0.12085	0.23583639823661	6	1.88751531252783	0.86	0.82	1.49946622015831	1.12737853927927	8.97004692745895e-15	0.999999999999956	-4.63922502020644	-2.24612524814559	4	8194	0.00768186680112198	2.85429918944182	0.0013001300130013	8179	0.0625	0	0.00011417170866516	3	0.0019782393669634	0.2047	-0.9959	0.78434193111213	1	0.629522828847512	0.12	0.76	0.192131093682689	0.421514834171909	4.73088235253272e-14	0.999999999999776
"61"	366	7	1	0.0919664066230677	-0.267848334691873	1	2	0.000532415485218055	0.195055819901374	0.684168416841684	12	0.0391666666666667	2	0.106008817814213	1	0.00204918032786885	0.3488	-0.1165	0.230782762324311	6	1.89904206830257	0.86	0.76	1.49754874417346	1.13273065379752	6.82596201784236e-15	1.00000000000006	-6.40372007666623	-3.13253599172639	2	8148	0	15.6278308994851	0.0011001100110011	8147	0.0740740740740741	0	0.00144265823197366	3	0.00119426751592357	0.33625	-0.9754	0.551652421606823	1	1.04238514675848	0.66	0.58	0.497393270471952	0.438667544235556	-7.16249282106673e-15	0.999999999999886
"62"	7	8	1	-0.264056589050646	-0.559496332854071	1	2	0.000985252295367119	0.10604540027089	0.850785078507851	12	0.0110192837465565	3	0.12643663986214	1	0.00221729490022173	0.25045	-0.12365	0.225169050646525	7	2.19040612516423	0.88	0.82	1.49486427779466	1.14122786662473	-3.29871685522676e-15	0.999999999999991	-4.63297902833844	-2.06067595439535	12	5548	0.00966051295777642	0.842341151240116	0.0019001900190019	5003	0.166666666666667	0	0.00862374134989891	40	0.00128932439401753	0.5549	-0.9836	0.845455037071307	1	0.966238961320612	0.28	0.76	0.105844674364116	0.271015887892351	2.73647082771333e-13	0.999999999999951
"63"	47	8	1	0.0271514313268073	-0.35128646760746	1	1	0.00122682263627763	0.173118937138631	0.77967796779678	11	0.0694444444444444	6	0.103751934965964	3	0.00121506682867558	0.3216	-0.1252	0.237926926989256	6	2.10537246375998	0.82	0.78	1.50483515291591	1.12781164673223	-6.39463482166036e-15	1	-0.676758718596647	0.00619059466706329	54	7967	0.0530521263088103	0.0245384735144969	0.0007000700070007	2032	0.166666666666667	0	0.0231920163187951	40	0.000799786723540389	0.7968	-0.6244	0.988600964526252	1	1.05766629712559	0.58	0.44	0.0191747598485718	0.0930750237714456	-6.12740747030216e-14	0.999999999999721
"64"	87	8	1	-0.012790299883865	-0.369316735420381	1	1	0.0010504339821037	0.180645611986763	0.771077107710771	12	0.0219146482122261	4	0.108041546851724	3	0.00176056338028169	0.2818	-0.1219	0.219519552795608	7	2.08647650518086	0.86	0.76	1.54471865340094	1.13696790034587	7.0578987099168e-15	0.999999999999979	-6.76629827468867	-3.14517642643362	155	8572	0	16.7099398312014	0.0015001500150015	8571	0.251700680272109	0	0.00129768206206158	40	0.00420757363253857	0.9343	-0.9426	0.642457223749163	1	0.243403161572442	0.74	0.14	0.0943398184549731	0.257750676257083	2.92036916871297e-13	0.999999999999636
"65"	127	8	1	-0.139558977512267	-0.430912600432325	1	1	0.00117287033524757	0.154820698591084	0.777877787778778	11	0.0111111111111111	7	0.12797242137805	3	0.00303030303030303	0.3248	-0.1238	0.218195934489366	7	2.08924574880346	0.88	0.8	1.54855360537066	1.13685676016654	1.10494280392004e-14	1.00000000000004	-1.85447530699595	-0.647025761231413	1369	6785	0.0173049531124172	0.260091307553816	0.0009000900090009	6784	0.111111111111111	3038	0.00569452337562058	40	0.000664672648720505	0.3216	-0.9454	0.948294221327618	1	0	0.2	0.12	0.000766990393942871	0.201048532986735	2.92195689866048e-13	1.00000000000021
"66"	167	8	1	-0.0796588491249574	-0.405606877686018	1	3	0.00113154046964178	0.154705340288825	0.774477447744774	12	0.0207407407407407	4	0.120101266991824	2	0.00151057401812689	0.286	-0.1269	0.236599400261116	6	2.10383147827494	0.8	0.78	1.46380116683997	1.1311095215927	-2.13644657520717e-15	0.999999999999978	-1.04701084431604	-0.300499222919632	259	8348	0.129523715914694	0.0296267632961365	0.0012001200120012	8347	0.166666666666667	1400	0.0286768254813175	40	0.000585651537335285	0.5114	-0.9876	0.988664995729159	1	0.693848003777137	0.8	0.62	0.00345145677274292	0.0467960936025749	4.4962417122818e-13	1.00000000000016
"67"	207	8	1	-0.0563465066751273	-0.389501396809987	1	2	0.00096645785511169	0.142681613202563	0.767176717671767	10	0.0733333333333334	9	0.118216309346722	1	0.00105932203389831	0.3368	-0.1453	0.237126978882194	7	2.08691843840292	0.88	0.76	1.46648563321877	1.12963867760531	8.66977600821883e-15	0.99999999999997	-4.06165237862934	-1.81100555993791	5	6665	0.00416935275526116	3.30697638075947	0.0015001500150015	3338	0.166666666666667	774	0.000580989887744576	40	0.00394255139397353	0.6666	-0.9188	0.814170535244142	1	0.65178336009976	0.84	0.68	0.185228180137203	0.416156747431287	2.99019120575394e-13	1.0000000000002
"68"	247	8	1	-0.0494352218767012	-0.393915560158182	1	1	0.0011034736190941	0.142805102393725	0.775577557755776	11	0.017643352236925	3	0.104919942518303	2	0.00232558139534884	0.3208	-0.1185	0.227830476362924	6	2.09457620399877	0.88	0.74	1.52324292237054	1.13629205187924	5.25811616469696e-15	1.00000000000005	-3.38932657795932	-1.5248615132683	30	7733	0.0205480991799171	0.242278831225918	0.0018001800180018	7732	0.166666666666667	421	0.0177664460783946	40	0.00261028452101279	0.5643	-0.9537	0.93263650464144	1	0.952223259304823	0.18	0.12	0.0395000052880579	0.183636558426794	-3.35274707996547e-13	1.00000000000031
"69"	287	8	1	-0.0440954939008297	-0.385935923544355	1	1	0.00152426243388205	0.141157111495828	0.773177317731773	10	0.0433333333333333	4	0.10741294181539	3	0.00101419878296146	0.3459	-0.1385	0.230299244114245	6	2.09356790146718	0.84	0.78	1.52631088394631	1.13345486376662	-4.3433812102478e-15	1	-3.61105180453202	-1.50842612653929	655	5011	0.000882556109140375	2.52498054177733	0.001000100010001	4988	0.166666666666667	1318	0.000188918546863471	40	0.0010062893081761	0.5012	-0.8616	0.828131035904208	1	0.909644468204239	0.86	0.78	0.00230097118182861	0.302486196160139	2.70922417833219e-13	0.999999999999727
"70"	327	8	1	-0.0588016244636616	-0.398404816304615	1	2	0.00095337305049538	0.162805053442686	0.77967796779678	13	0.0748299319727891	2	0.116219152099868	1	0.000771010023130301	0.3602	-0.13795	0.225496033874495	6	2.10364874443907	0.86	0.78	1.54970409096157	1.13242626373892	-6.1698340880767e-15	1.00000000000006	-1.98280713786474	-0.432674062927701	548	5388	0.0245915990780217	0.241451090170331	0.001000100010001	4790	0.166666666666667	1124	0.0123525042960446	40	0.0004739336492891	0.7686	-0.8835	0.952760075809618	1	1.06005768524398	0.58	0.88	0.00613592315154297	0.135162715347082	-3.07373726471383e-13	1.00000000000008
"71"	367	8	1	-0.0969526015592153	-0.413923760888349	1	1	0.00136980635217022	0.119493489739985	0.775577557755776	11	0.0364583333333333	5	0.119579745467737	2	0.000897666068222621	0.3169	-0.1401	0.218361966308096	6	2.09473668529456	0.86	0.76	1.54970409096157	1.13615888598574	6.03026517609351e-15	1.00000000000003	-0.168215138316418	0.424784774731093	2125	5955	0.309789897073423	0.00402981553790986	0.0013001300130013	4290	0.166666666666667	0	0.13527743971409	40	0.0011328235627301	0.5956	-0.8023	0.99315926188964	1	1.03388923822462	0.56	0.88	0.000383495196971436	0.066161961605707	-1.47023295760107e-12	0.999999999999869
"72"	48	9	1	-0.0309154713681385	-0.372343589506226	1	2	0.000872566125191968	0.163644538961867	0.77027702770277	11	0.0933333333333334	2	0.118116938292419	1	0.00103092783505155	0.31045	-0.13315	0.221588511858483	6	2.0705244228997	0.88	0.78	1.53283030229483	1.13260520703502	-1.01457509060765e-14	1.00000000000001	-6.46492274014599	-3.22218151680999	3	9992	0.00190375938082427	6.40558348478403	0.0003000300030003	9991	0.333333333333333	0	0.000688017100431244	2	0.125	0.000899999999999901	-0.9997	0.627485819782168	1	0	0.24	0.18	0.438718505335322	0.460234436620139	1.57426016667017e-15	0.999999999999893
